product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,total_dependencies_loc,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
jazzband/django-silk,71,3867,243,2112,9513,117308,908,169556,4,158363,174,70813,906,15148,8,8,4,11193,734,98743,8623,102160,1,4570,706,88970,8070,95073,2,152765,165,68365,884,14672,3,6623,28,9773,553,7087,2,5598,9,2448,22,476
jazzband/django-oauth-toolkit,45,4828,222,2760,13338,170103,1165,250243,7,205603,149,67948,596,10391,16,16,9,44640,1016,182295,12764,159712,0,0,835,113078,9044,110806,4,175051,130,61973,536,9703,9,44640,181,69217,3720,48906,3,30552,19,5975,60,688
jazzband/django-redshift-backend,6,1203,37,991,8965,107638,901,157880,1,149210,41,12565,82,1653,4,4,3,8670,860,145315,8919,105985,0,0,828,136645,8474,102426,1,149210,41,12565,82,1653,3,8670,32,8670,445,3559,0,0,0,0,0,0
jazzband/django-push-notifications,29,2482,135,1418,8965,107638,901,157880,2,150947,137,58490,575,9064,4,4,2,6933,764,99390,8401,98574,0,0,734,91485,7962,94004,1,149210,135,57725,569,8978,2,6933,30,7905,439,4570,1,1737,2,765,6,86
jazzband/django-user-sessions,27,940,39,360,8965,107638,901,157880,2,150947,102,42205,458,7549,4,4,2,6933,799,115675,8515,100089,0,0,769,107770,8076,95509,1,149210,100,41440,452,7463,2,6933,30,7905,439,4580,1,1737,2,765,6,86
jazzband/django-payments,57,6218,372,3971,10087,135135,1531,204961,4,167558,78,33536,330,5992,10,10,6,37403,1453,171425,9775,129143,0,0,813,123037,8453,101138,2,154645,74,31608,321,5829,6,37403,640,48388,1322,28005,2,12913,4,1928,9,163
poliastro/poliastro,147,23279,648,16188,67177,1477671,5041,2081997,15,1813824,282,410383,2337,80787,45,45,30,268173,4759,1671614,64872,1396884,0,0,3706,1307323,46755,1104685,8,1615445,205,308122,1770,56774,30,268173,1053,364291,18117,292199,7,198379,77,102261,567,24013
pypa/readme_renderer,8,590,11,220,4044,47497,481,179250,4,177725,53,28873,338,7497,6,6,2,1525,428,150377,3707,40000,0,0,416,148084,3610,39136,3,176615,52,28531,332,7397,2,1525,12,2293,97,864,1,1110,1,342,6,100
pypa/setuptools_scm,44,5341,330,3343,1926,25554,110,38303,4,10765,22,7065,127,2087,5,5,1,27538,88,31238,1800,23467,1,27538,83,31058,1572,21211,2,4882,3,1362,39,716,0,0,5,180,228,2256,2,5883,19,5703,88,1371
pypa/auditwheel,36,3668,150,2747,844,8387,53,15295,1,15295,17,6695,167,1639,1,1,0,0,36,8600,677,6748,0,0,36,8600,677,6748,1,15295,17,6695,167,1639,0,0,0,0,0,0,0,0,0,0,0,0
pseudonym117/riot-watcher,89,3223,203,2014,1086,24282,161,35987,2,16611,10,4619,18,352,6,6,4,19376,151,31368,1069,23930,0,0,10,1979,222,3651,1,5435,8,3456,15,275,4,19376,141,29389,847,20279,1,11176,2,1163,3,77
release-engineering/kobo,115,11930,631,7860,61,363,1,998,1,998,1,998,1,2,1,1,0,0,0,0,60,361,0,0,0,0,60,361,1,998,1,998,1,2,0,0,0,0,0,0,0,0,0,0,0,0
pytrip/pytrip,46,10809,382,8258,16588,401648,1084,695872,4,638043,101,127470,582,23643,14,14,10,57829,983,568402,16011,378005,0,0,632,440519,10276,257289,3,504052,51,63533,201,7009,10,57829,351,127883,5735,120716,1,133991,50,63937,381,16634
astropy/astroquery,245,52235,1458,41599,17884,351898,1108,493259,13,430162,195,198750,1317,42881,26,26,13,63097,913,294509,16583,309017,0,0,678,207623,11693,228883,7,379936,180,172313,1259,41554,13,63097,235,86886,4890,80134,6,50226,15,26437,58,1327
astropy/specutils,64,11992,361,9668,21586,504845,1512,689332,9,665279,169,229511,1142,43802,22,22,13,24053,1343,459821,20463,461043,0,0,1063,401741,16736,399195,5,607917,161,206176,1126,43335,13,24053,280,58080,3727,61848,4,57362,8,23335,16,467
astropy/photutils,86,30882,1077,22374,11487,269421,754,368476,3,358490,132,182772,885,31862,5,5,2,9986,622,185704,10614,237559,0,0,587,175647,9819,210766,2,336586,130,160939,878,31547,2,9986,35,10057,795,26793,1,21904,2,21833,7,315
getnikola/nikola,165,28402,903,16533,9887,144437,1112,368878,20,349545,130,67506,738,15292,26,26,6,19333,982,301372,9161,129145,0,0,914,271430,8159,108662,17,336419,125,64989,725,15051,6,19333,68,29942,1002,20483,3,13126,5,2517,13,241
containerbuildsystem/atomic-reactor,85,19862,933,14428,2886,54149,257,75915,5,35154,23,9343,134,3004,18,18,13,40761,234,66572,2752,51145,1,4647,45,10788,778,10144,3,12602,14,6461,96,2217,12,36114,189,55784,1974,41001,2,22552,9,2882,38,787
sherpa/sherpa,87,107201,3059,77394,3780,98226,238,133985,1,133985,41,52063,193,8163,1,1,0,0,197,81922,3588,90063,0,0,197,81922,3588,90175,1,133985,41,52063,193,8163,0,0,0,0,0,-112,0,0,0,0,0,0
networktocode/pyntc,25,7747,402,6562,15379,205080,1390,310369,11,140039,42,23024,195,3725,35,35,24,170330,1348,287345,15186,201355,1,14722,611,70229,4031,49460,6,64343,23,8836,88,1335,23,155608,737,217116,11155,151895,5,75696,19,14188,107,2390
networktocode/ntc-templates,6,986,56,723,2078,26490,232,44479,1,3177,4,2666,37,634,3,3,2,41302,228,41813,2041,25856,0,0,2,511,127,1776,1,3177,4,2666,37,634,2,41302,226,41302,1914,24080,0,0,0,0,0,0
openslide/openslide-python,7,1549,92,691,1169,21457,94,31016,1,31016,8,5756,26,731,1,1,0,0,86,25260,1143,20726,0,0,86,25260,1143,20726,1,31016,8,5756,26,731,0,0,0,0,0,0,0,0,0,0,0,0
ploxiln/fab-classic,31,7386,266,5819,2553,25319,108,37925,0,0,0,0,0,0,5,5,5,37925,108,37925,2553,25319,1,998,1,998,61,363,0,0,0,0,0,0,4,36927,107,36927,2492,24956,0,0,0,0,0,0
jamesphoughton/pysd,47,16841,653,12861,23329,549955,1466,783837,16,751565,295,290265,2347,66742,27,27,11,32272,1171,493572,21006,483213,1,9121,1053,452249,19043,454266,11,725159,288,282031,2078,62400,10,23151,118,41323,1963,28947,5,26406,7,8234,269,4342
cherrypy/cheroot,19,5609,231,3986,265,4870,4,5933,1,5328,1,4392,1,51,2,2,1,605,3,1541,264,4819,1,605,1,605,46,539,0,0,0,0,0,0,0,0,2,936,218,4280,1,5328,1,4392,1,51
kibitzr/kibitzr,49,3325,254,2030,32100,469921,1700,666207,17,534909,94,63255,382,7261,48,48,31,131298,1606,602952,31719,462660,4,8928,1172,459993,24401,360045,13,504286,71,53221,259,4490,27,122370,434,142959,7318,102615,4,30623,23,10034,123,2771
usnistgov/fipy,291,46572,2100,29917,22387,471911,1530,725823,7,598944,104,134397,585,24356,15,15,8,126879,1426,591426,21809,447555,0,0,981,428581,14817,342783,4,556249,97,127668,562,23640,8,126879,445,162845,6992,104772,3,42695,7,6729,23,716
pyecore/pyecore,24,5183,399,3075,517,6355,38,9791,3,9791,7,4554,19,339,3,3,0,0,31,5237,498,6016,0,0,31,5237,498,6016,3,9791,7,4554,19,339,0,0,0,0,0,0,0,0,0,0,0,0
behave/behave-django,10,667,37,410,636,9762,25,13891,1,6946,3,3901,17,684,4,4,3,6945,22,9990,619,9078,0,0,7,3045,286,4502,1,6946,3,3901,17,684,3,6945,15,6945,333,4576,0,0,0,0,0,0
phonologicalcorpustools/corpustools,111,37058,1734,29805,9149,158347,464,219910,3,217359,12,19592,52,1047,4,4,1,2551,452,200318,9097,157300,0,0,234,118291,3773,97993,1,133985,4,15694,7,233,1,2551,218,82027,5324,59307,2,83374,8,3898,45,814
4dn-dcic/tibanna,37,9551,421,7739,6677,90241,361,137940,6,70639,37,24568,173,2562,13,13,7,67301,324,113372,6506,87679,1,5435,50,11627,621,10370,2,9139,10,2947,21,429,6,61866,274,101745,5885,77309,4,61500,27,21621,152,2133
jaraco/inflect,4,3987,69,1889,1759,25826,96,40606,3,40154,38,24842,317,7631,4,4,1,452,58,15764,1444,18195,0,0,55,15217,1392,17446,2,36186,37,20969,268,5703,1,452,3,547,52,749,1,3968,1,3873,49,1928
nicolaslm/sauna,45,3807,228,2169,390,5072,37,6993,2,6993,2,969,30,376,2,2,0,0,35,6024,360,4696,0,0,35,6024,360,4696,2,6993,2,969,30,376,0,0,0,0,0,0,0,0,0,0,0,0
kivy/buildozer,16,4602,255,3763,1757,21230,140,28583,2,5437,5,2002,16,681,7,7,5,23146,135,26581,1741,20549,2,10479,104,13839,971,10447,1,4442,3,1082,8,352,3,12667,31,12742,770,10102,1,995,2,920,8,329
kivy/python-for-android,207,18043,747,10871,1709,22787,71,30885,4,26728,7,8444,56,1632,9,9,5,4157,64,22441,1653,21155,2,1490,47,19774,1503,19340,4,26728,7,8444,56,1632,3,2667,17,2667,150,1815,0,0,0,0,0,0
kivy/kivy-ios,54,4095,185,2500,9510,141622,506,239846,10,124450,109,45548,361,7881,21,21,11,115396,397,194298,9149,133741,1,78783,212,92849,6117,80841,3,36101,55,22035,147,4553,10,36613,185,101449,3032,52900,7,88349,54,23513,214,3328
home-assistant-libs/pychromecast,28,5902,329,4147,2119,37226,153,57369,5,23894,20,8168,69,1112,10,10,5,33475,133,49201,2050,36114,1,17125,64,20482,1157,14022,2,6752,9,3395,46,656,4,16350,69,28719,893,22092,3,17142,11,4773,23,456
zqfang/gseapy,12,6580,188,7086,26886,598675,1636,882044,10,746348,183,236291,1592,51237,22,22,12,135696,1453,645753,25313,547438,0,0,936,458693,17659,426647,5,682528,165,223835,1503,48581,12,135696,517,187060,7654,120791,5,63820,18,12456,89,2656
phylliade/ikpy,19,2566,103,1582,23714,523290,1535,892361,3,844502,67,79102,373,16819,4,4,1,47859,1468,813259,23346,506471,0,0,1415,765400,21986,475640,3,844502,67,79102,373,16819,1,47859,53,47859,1360,30831,0,0,0,0,0,0
graphql-python/graphene,55,5394,275,3103,1162,20934,165,31623,3,31623,47,14149,202,4316,3,3,0,0,118,17474,960,16618,0,0,118,17474,960,16618,3,31623,47,14149,202,4316,0,0,0,0,0,0,0,0,0,0,0,0
graphql-python/graphene-django,47,3708,216,2343,10554,132813,1125,196651,7,182424,117,47188,507,7363,10,10,3,14227,1008,149463,10069,125450,0,0,842,120417,8520,101762,4,156336,98,35919,431,5834,3,14227,166,29046,1549,23688,3,26088,19,11269,76,1529
graphql-python/graphene-sqlalchemy,10,2255,130,1544,12146,160234,765,234380,3,197151,37,52226,131,3046,10,10,7,37229,728,182154,12020,157188,0,0,230,136441,8963,125507,2,187632,24,51191,111,2770,7,37229,498,45713,3057,31681,1,9519,13,1035,20,276
graphql-python/gql,34,8040,260,5479,1217,23418,151,35711,4,34931,37,13687,204,3866,5,5,1,780,114,22024,1040,19552,0,0,10,660,114,1675,2,2276,3,1616,7,317,1,780,104,21364,926,17877,2,32655,34,12071,197,3549
fbpic/fbpic,95,27257,467,24143,21736,413160,1075,563831,6,562833,92,93888,516,18118,7,7,1,998,983,469943,21228,395042,0,0,957,463788,20388,390605,5,555078,89,91290,509,18063,1,998,26,6155,840,4437,1,7755,3,2598,7,55
burnash/gspread,9,5679,224,4901,2885,53212,412,103966,1,966,1,495,3,138,14,14,13,103000,411,103471,2883,53074,1,16090,65,16561,572,11288,1,966,1,495,3,138,12,86910,346,86910,2311,41786,0,0,0,0,0,0
sibson/vncdotool,7,3135,192,1991,16467,208007,862,320337,8,296766,225,128824,789,14895,13,13,5,23571,637,191513,15684,193112,0,0,492,126265,12706,148783,3,253498,220,127233,761,14435,5,23571,145,65248,2978,44329,5,43268,5,1591,28,460
dmnfarrell/pandastable,26,15402,801,13205,21877,419828,1348,645534,10,618181,228,238625,2035,66564,19,19,9,27353,1120,406909,19869,353264,1,9121,494,178549,9434,167433,4,330191,136,160763,1592,48576,8,18232,626,228360,10435,185831,6,287990,92,77862,443,17988
landlab/landlab,322,96091,2192,70145,40152,879621,2772,1368100,14,1036316,268,348382,2152,74421,40,40,26,331784,2504,1019718,38026,805200,3,6352,1117,536844,18344,450195,6,683984,122,153492,751,22201,23,325432,1387,482874,19682,355005,8,352332,146,194890,1401,52220
vispy/vispy,270,64288,3226,38658,4140,102722,286,145239,3,144899,31,44692,208,8223,5,5,2,340,255,100547,3932,94499,2,340,255,100547,3932,94499,3,144899,31,44692,208,8223,0,0,0,0,0,0,0,0,0,0,0,0
althonos/instalooter,18,2353,106,1581,4470,71983,310,104200,11,83115,54,21658,302,5411,16,16,5,21085,256,82542,4169,66572,1,4374,122,22662,1789,24066,7,36172,47,17884,287,5062,4,16711,134,59880,2380,42506,4,46943,7,3774,15,349
althonos/pronto,31,5739,362,3561,2629,97054,342,151718,3,150720,36,15361,132,3463,4,4,1,998,306,136357,2497,93591,0,0,305,135359,2436,93228,3,150720,36,15361,132,3463,1,998,1,998,61,363,0,0,0,0,0,0
yashaka/selene,35,6220,443,3079,13323,164197,866,269199,3,134860,45,6386,111,1378,23,23,20,134339,821,262813,13212,162819,1,40304,502,165279,9008,94841,2,130797,44,5822,106,1227,19,94035,319,97534,4204,67978,1,4063,1,564,5,151
wechatpy/wechatpy,110,19471,954,14307,1269,28925,94,41912,5,28571,22,8321,126,2861,9,9,4,13341,72,33591,1144,26064,1,7616,25,8196,475,8231,3,6019,13,5439,88,2074,3,5725,47,25395,669,17833,2,22552,9,2882,38,787
pipitone/qbatch,3,823,16,719,1853,23717,225,40304,0,0,0,0,0,0,1,1,1,40304,225,40304,1853,23717,1,40304,225,40304,1853,23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liqd/a4-opin,327,13178,401,2419,30531,395639,3411,656949,22,205495,94,47754,370,8358,76,76,54,451454,3317,609195,30180,387281,0,0,756,72031,4658,51751,1,84821,23,12790,38,466,54,451454,2561,537164,25522,335530,21,120674,71,34964,332,7892
liqd/adhocracy4,330,14096,716,5736,25092,333787,2586,501564,17,236062,270,122845,1675,30108,45,45,28,265502,2316,378719,23461,303679,4,36935,1646,148041,13019,151025,14,230579,264,119473,1652,29671,24,228567,670,230678,10442,152654,3,5483,6,3372,23,437
fresna/powerplantmatching,20,6915,153,4854,34403,776918,2569,1168407,18,670342,193,229096,1509,49784,39,39,21,498065,2376,939311,32917,727134,5,344597,1611,605788,20161,523568,10,457390,168,196199,1382,45874,16,153468,765,333523,12756,203566,8,212952,25,32897,127,3910
vmware/pyvmomi,24,15623,311,5121,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsqio/pynsq,17,2506,156,1628,1061,16425,34,23554,1,23554,12,9093,103,2213,1,1,0,0,22,14461,960,14212,0,0,22,14461,960,14475,1,23554,12,9093,103,2213,0,0,0,0,0,-263,0,0,0,0,0,0
libensemble/libensemble,107,18014,694,12656,7850,154624,434,219052,8,218600,45,57862,217,5413,9,9,1,452,389,161190,7634,149211,0,0,386,160643,7385,145332,6,211560,43,50917,203,4890,1,452,3,547,249,3879,2,7040,2,6945,14,523
gwpy/gwpy,153,38210,1176,27420,33817,697990,2163,1035163,22,836128,296,326794,1928,67100,37,37,15,199035,1867,708369,31910,630890,1,631,986,392894,16124,358165,8,598369,181,206106,1187,40286,14,198404,881,315475,15786,272725,14,237759,115,120688,741,26814
mhvk/baseband,54,14695,663,8571,11487,269421,754,368476,3,358490,97,140592,626,21513,5,5,2,9986,657,227884,10865,247908,0,0,432,141123,6576,133538,1,202601,47,61478,331,9881,2,9986,225,86761,4289,114370,2,155889,50,79114,295,11632
natlibfi/skosify,13,1966,67,1658,2387,32080,147,55771,1,41062,10,10414,75,1431,4,4,3,14709,137,45357,2315,30649,0,0,108,30648,1637,21680,1,41062,10,10414,75,1431,3,14709,29,14709,678,8969,0,0,0,0,0,0
meejah/txtorcon,27,11954,629,8565,16106,189513,865,312429,9,240736,156,117541,683,11464,18,18,9,71693,709,194888,15434,178049,0,0,362,77986,10300,108330,2,183383,143,105397,618,10223,9,71693,347,116902,5134,69719,7,57353,13,12144,65,1241
ktbyers/netmiko,204,17696,910,12932,6479,81547,464,123383,6,78953,43,21929,183,3726,13,13,7,44430,421,101454,6305,77821,1,74,64,19880,1726,24895,5,38649,37,18843,174,3646,6,44356,357,81574,4579,52926,1,40304,6,3086,9,80
pagarme/pagarme-python,37,638,81,232,1383,30475,108,44222,2,16611,8,4321,14,279,9,9,7,27611,100,39901,1369,30196,0,0,12,2277,225,3722,1,5435,6,3158,11,202,7,27611,88,37624,1144,26474,1,11176,2,1163,3,77
quatrope/astroalign,7,2597,92,1975,16099,476410,1340,646486,5,506576,118,137015,651,28326,10,10,5,139910,1222,509471,15450,448084,0,0,805,337589,10818,309581,3,442788,73,105199,508,22966,5,139910,417,171882,4632,138503,2,63788,45,31816,143,5360
clarkperkins/click-shell,6,533,27,335,487,7235,16,10130,1,10130,7,5799,43,824,1,1,0,0,9,4331,444,6411,0,0,9,4331,444,6411,1,10130,7,5799,43,824,0,0,0,0,0,0,0,0,0,0,0,0
approvals/approvaltests.python,103,3303,356,1982,15085,273426,985,391665,5,23918,16,8900,57,1384,37,37,32,367747,969,382765,15028,272042,4,60986,136,63871,3294,45945,3,7307,7,4422,41,1047,28,306761,833,318894,11734,226097,2,16611,9,4478,16,337
chrismattmann/tika-python,9,1486,48,959,4996,77938,279,112902,1,27538,2,1369,59,888,15,15,14,85364,277,111533,4937,77050,1,5435,84,31604,1557,21553,1,27538,2,1369,59,888,13,79929,193,79929,3380,55497,0,0,0,0,0,0
moepman/acertmgr,16,1914,92,1344,2488,24887,105,36759,1,17639,21,10044,74,874,3,3,2,19120,84,26715,2421,24013,0,0,51,7595,1224,10238,1,17639,21,10044,74,874,2,19120,33,19120,1197,13775,0,0,0,0,0,0
cinpla/exdir,23,4865,199,3215,4642,109961,268,149528,1,133985,4,4879,20,905,3,3,2,15543,264,144649,4622,109056,2,15543,264,144649,4622,109056,1,133985,4,4879,20,905,0,0,0,0,0,0,0,0,0,0,0,0
django-tenants/django-tenants,65,3903,188,1949,8965,107638,901,157880,2,150947,136,53532,508,8299,4,4,2,6933,765,104348,8467,99339,0,0,735,96443,8028,94763,1,149210,134,52767,502,8213,2,6933,30,7905,439,4576,1,1737,2,765,6,86
benvanwerkhoven/kernel_tuner,55,9468,404,6890,11222,301420,797,411742,3,395098,71,98481,458,20678,9,9,6,16644,726,313261,10769,280742,1,544,647,297161,10103,269286,3,395098,71,98481,458,20678,5,16100,79,16100,666,11456,0,0,0,0,0,0
fedora-python/pyp2rpm,22,3384,207,2359,2663,36127,111,52268,3,51901,13,10150,68,1137,4,4,1,367,98,42118,2595,34990,0,0,96,41751,2561,34778,3,51901,13,10150,68,1137,1,367,2,367,34,212,0,0,0,0,0,0
rollbar/pyrollbar,47,4997,295,3276,943,22550,74,33712,2,16611,9,5355,15,325,6,6,4,17101,65,28357,928,22225,1,998,12,2241,285,4039,1,5435,7,4192,12,248,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
lektor/lektor,59,15667,1175,11271,13516,201328,913,340907,17,97890,83,56301,408,8725,26,26,9,243017,830,284606,13112,192603,1,177830,561,197126,7641,117687,9,44062,42,24766,190,4118,8,65187,269,87480,5471,74916,8,53828,41,31535,218,4607
mininet/mininet,22,8419,502,6186,1380,18517,68,27538,1,27538,1,242,3,21,1,1,0,0,67,27296,1377,18496,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
spotdl/spotify-downloader,53,11434,208,7563,4505,71178,252,98976,4,31696,25,11441,142,3154,15,15,11,67280,227,87535,4363,68024,0,0,1,5,184,2575,1,3709,5,3704,23,530,11,67280,226,87530,4179,65449,3,27987,20,7737,119,2624
serhatbolsu/robotframework-appiumlibrary,19,2662,207,2114,17559,185168,1200,318716,6,220228,36,12716,148,2341,19,19,13,98488,1164,306000,17414,182827,2,43548,940,231081,14142,129004,4,197676,27,10143,115,1650,11,54940,224,74919,3272,53823,2,22552,9,2573,33,691
matthewgilbert/pdblp,7,1070,29,788,9614,232783,515,306410,4,305385,86,139385,826,24761,6,6,2,1025,429,167025,8804,208022,0,0,165,53091,4688,108216,1,161148,65,108057,716,20527,2,1025,264,113934,4116,99806,3,144237,21,31328,110,4234
tilezen/vector-datasource,356,54566,2366,46926,18296,327494,1156,450734,11,326759,119,63467,308,5602,33,33,22,123975,1037,387267,17992,321892,4,2816,60,8835,459,6493,4,8790,8,2771,33,1083,18,121159,977,378432,17533,315399,7,317969,111,60696,275,4519
hfaran/slack-export-viewer,16,1166,64,826,3135,44730,147,134266,6,127662,32,23193,117,2658,11,11,5,6604,115,111073,3019,42072,1,3178,28,80107,923,15370,3,89617,17,12688,68,1454,4,3426,87,30966,2096,26702,3,38045,15,10505,49,1204
mozilla/mozilla-django-oidc,10,1298,60,965,14178,179641,1164,263660,7,215014,57,21405,223,3567,15,15,8,48646,1107,242255,13962,176074,0,0,848,138631,8715,104895,3,156924,49,18293,198,3233,8,48646,259,103624,5247,71179,4,58090,8,3112,25,334
miketeo/pysmb,39,11891,649,7910,851,9900,65,15871,2,15871,19,9304,127,2584,2,2,0,0,46,6567,727,7316,0,0,46,6567,727,7436,2,15871,19,9304,127,2584,0,0,0,0,0,-120,0,0,0,0,0,0
hdfgroup/hsds,76,27665,611,23867,13397,222845,735,314886,20,270648,113,79193,537,11951,33,33,13,44238,622,235693,12872,210894,1,2636,146,30860,2729,29888,9,47214,49,18990,171,3158,12,41602,476,204833,10143,181006,11,223434,64,60203,366,8793
hdfgroup/h5pyd,41,16402,620,13597,13894,242242,1166,386994,7,190928,40,42881,141,3838,37,37,30,196066,1126,344113,13755,238404,4,11813,266,113260,4132,103532,2,135016,18,33569,65,2487,26,184253,860,230853,9623,134872,5,55912,22,9312,76,1351
antonagestam/collectfast,12,516,38,313,9164,109552,913,160394,2,151724,44,8951,53,689,5,5,3,8670,869,151443,9146,108863,0,0,837,142773,8701,104504,2,151724,44,8951,53,689,3,8670,32,8670,445,4359,0,0,0,0,0,0
jbarlow83/ocrmypdf,46,10445,410,7146,9584,129208,524,205520,9,153686,78,57346,646,12724,16,16,7,51834,446,148174,8942,116484,1,290,274,87271,5367,75671,7,142392,74,55411,633,12241,6,51544,172,60903,3575,40813,2,11294,4,1935,13,483
ipython/ipython,190,55270,2141,36870,6570,80233,628,218317,12,211139,162,69943,937,16551,18,18,6,7178,466,148374,5654,63682,3,3875,324,114477,2613,28136,5,144550,86,33948,488,8630,3,3303,142,33897,3041,35546,7,66589,76,35995,449,7921
ipython/ipykernel,44,8876,503,6281,17115,241784,1240,464495,14,244479,117,61626,645,12506,32,32,18,220016,1123,402869,16494,229278,1,121383,396,158697,8046,123742,6,79582,79,42268,374,7749,17,98633,727,244172,8448,105536,8,164897,38,19358,271,4757
rq/rq,64,16908,994,13827,2122,29551,80,38523,2,38276,21,18788,131,2973,3,3,1,247,59,19735,1993,26578,0,0,58,19488,1974,26424,2,38276,21,18788,131,2973,1,247,1,247,19,154,0,0,0,0,0,0
geopython/owslib,72,26566,1113,19691,2006,38643,144,56997,5,37260,17,9863,79,1925,10,10,5,19737,127,47134,1927,36718,1,2636,73,20020,1223,18169,4,26084,15,8700,76,1848,4,17101,54,27114,704,18549,1,11176,2,1163,3,77
geopython/pywps,49,8131,412,5587,22165,379390,1006,572553,17,497918,167,201027,943,23401,38,38,21,74635,839,371526,21223,355989,0,0,374,161531,13316,187488,9,310809,120,149278,729,17794,21,74635,465,209995,7907,168501,8,187109,47,51749,214,5607
sphinx-gallery/sphinx-gallery,23,6817,187,4734,10250,141371,794,315332,2,108508,11,6423,23,217,23,23,21,206824,783,308909,10230,141154,0,0,163,63404,4103,45258,1,65411,7,2007,12,100,21,206824,620,245505,6127,95896,1,43097,4,4416,11,117
roastero/openroast,18,2935,160,2276,5404,121510,346,171106,2,5941,4,701,18,137,9,9,7,165165,342,170405,5396,121373,0,0,39,5240,301,3638,2,5941,4,701,18,137,7,165165,303,165165,5095,117735,0,0,0,0,0,0
xmendez/wfuzz,112,12998,957,8493,870,11267,79,55982,2,52197,28,10683,84,1421,4,4,2,3785,51,45299,786,9846,2,3785,51,45299,786,9846,2,52197,28,10683,84,1421,0,0,0,0,0,0,0,0,0,0,0,0
nexb/aboutcode-toolkit,24,9063,288,6197,3344,43525,286,70362,9,69871,107,39471,493,8497,11,11,2,491,179,30891,2854,35028,1,124,151,23459,2325,28468,5,59301,102,35966,444,7026,1,367,28,7432,529,6560,4,10570,5,3505,49,1471
westpa/westpa,140,35096,1479,26195,51619,938131,3172,1474776,19,923521,280,341556,2364,64894,59,59,40,551255,2892,1133220,49279,873237,1,8824,1168,504402,21125,482688,11,756657,219,261079,1524,50227,39,542431,1724,628818,28154,390549,8,166864,61,80477,840,14667
